6.996667	6.713094	1
-1.606708	-0.226517	2
16.033727	15.595449	0
9.054188	7.738004	1
8.594406	7.481642	1
16.545729	17.685713	0
16.287046	16.689409	0
6.964169	10.318943	1
6.846703	7.597541	1
7.682243	7.831084	1
8.556916	10.035044	1
7.621175	7.747776	1
16.509235	17.647613	0
16.654379	15.092848	0
-0.847067	-0.750785	2
15.990890	18.393197	0
8.748152	8.454595	1
8.604169	8.095110	1
2.410490	2.739374	2
15.071292	14.382381	0
17.296719	17.644897	0
8.293236	8.122894	1
-1.258112	-1.027070	2
0.304522	0.333210	2
16.685844	17.100051	0
-0.325440	0.204464	2
-0.164159	-1.902754	2
9.382736	9.883916	1
8.810255	8.219659	1
0.918713	2.379288	2
0.956045	2.275319	2
17.198827	16.951998	0
16.018904	16.219705	0
15.072739	14.455620	0
14.539886	15.711665	0
1.581528	0.683828	2
-1.236233	-2.057740	2
-1.464333	-1.317075	2
-0.160526	-0.057173	2
-0.917188	1.165847	2
8.326124	9.132157	1
8.608635	9.381030	1
7.580332	7.953097	1
1.011073	0.526355	2
14.662723	14.989016	0
16.522895	16.369724	0
8.084805	8.677010	1
8.774936	9.479911	1
16.997362	16.196129	0
15.995957	16.551028	0
7.993772	7.897660	1
8.235905	6.120187	1
0.335796	0.660099	2
1.411766	0.167825	2
1.603190	2.984332	2
1.287207	1.282364	2
1.012116	-0.104433	2
1.178128	2.637794	2
15.511768	14.854728	0
8.239066	8.531549	1
8.560612	8.087863	1
-0.898738	-0.619187	2
8.764956	9.563948	1
15.543200	15.320081	0
16.345414	15.845174	0
6.408869	6.080554	1
16.585009	15.840379	0
9.797360	9.491989	1
6.732592	7.613423	1
-0.374372	0.242201	2
15.802724	15.240510	0
16.818282	16.896895	0
16.956983	16.944741	0
16.220181	17.554757	0
15.966238	14.939411	0
7.569857	8.655833	1
1.068477	0.682271	2
16.389255	17.713411	0
0.504096	-0.530290	2
0.958409	-0.650443	2
1.393963	3.627649	2
15.314426	15.789230	0
8.601082	10.394378	1
15.951764	17.118224	0
9.243447	6.585816	1
8.176764	7.309729	1
-0.041560	-0.675723	2
0.090876	0.306417	2
15.160547	14.899427	0
15.940924	17.017163	0
15.112163	17.624327	0
16.576195	18.135244	0
15.875503	17.787077	0
-0.331665	1.028605	2
16.504871	16.262091	0
6.942878	4.709391	1
8.531712	7.471930	1
-0.482009	-0.397520	2
-1.557987	-2.203289	2
1.146509	-0.569402	2
16.997941	17.605101	0
7.435091	7.604812	1
8.046760	6.573560	1
8.076766	9.237780	1
-0.302961	-0.767048	2
-0.160391	0.306760	2
13.650442	12.030659	0
15.171650	15.739344	0
17.799231	17.883910	0
7.602356	6.213937	1
-0.377472	-1.210587	2
14.744614	14.757361	0
14.837433	14.565027	0
1.100679	0.800343	2
-0.764519	-0.725666	2
15.132814	16.430407	0
0.158435	1.325929	2
17.926368	16.769197	0
8.874833	9.597529	1
16.345783	17.689336	0
2.205691	1.397705	2
16.802821	16.651105	0
7.561023	8.182607	1
8.009704	7.155947	1
16.461251	15.788665	0
-0.248414	-1.432462	2
7.729647	7.414002	1
15.465539	15.451842	0
6.956659	7.040705	1
16.304609	16.322802	0
15.468692	16.058051	0
16.248924	16.404372	0
0.347351	-0.621840	2
15.104119	16.197097	0
6.574867	5.626031	1
7.437822	8.668950	1
0.490457	1.286761	2
7.107508	8.311104	1
0.059246	-1.283781	2
-1.902947	-1.240315	2
0.587594	0.322073	2
14.795620	14.896171	0
8.196212	8.101178	1
6.865091	6.172186	1
16.786343	15.682328	0
7.485297	6.495402	1
-0.961440	-2.301333	2
0.405461	-0.763824	2
7.592613	5.718088	1
16.267759	16.091766	0
16.154108	16.877028	0
0.799393	1.093486	2
-0.245753	-2.310756	2
16.679740	16.606981	0
-1.806773	-1.673785	2
15.692508	15.300692	0
16.129442	14.885806	0
15.794279	13.711152	0
-1.084786	-0.878818	2
0.733472	0.093454	2
0.815879	-0.276699	2
9.297371	10.298617	1
0.522635	-0.030355	2
16.761526	16.448569	0
