9.769871	10.463820
7.864741	8.210251
8.619446	9.672209
8.184451	7.892076
8.215212	7.701555
7.079155	7.770639
8.445105	9.338044
8.508924	8.262713
9.550499	7.912332
8.267642	7.440861
10.379185	11.617529
8.371233	6.918645
7.850231	7.085809
10.043054	8.420515
8.805618	8.463786
7.329366	7.564040
8.298831	7.797367
8.624429	8.923438
8.847166	9.895016
10.296848	9.150398
8.785844	8.258192
8.477553	9.189928
9.588586	7.857166
8.600120	6.758921
9.438308	9.937069
9.668084	10.449245
10.385652	12.319002
9.778970	9.475527
8.324731	8.442032
10.904541	10.691913
9.476774	8.998531
9.494088	10.730817
8.626099	7.109433
9.790775	9.931205
10.442879	11.169773
10.178570	10.180470
9.032032	9.412397
9.824819	9.058416
10.017813	9.170939
9.039381	10.159776
9.078571	7.076372
9.477041	10.062969
8.256787	7.995910
8.629026	8.685352
9.426250	9.037843
7.699262	8.080068
9.513772	10.304433
9.490550	10.827992
9.110510	11.952296
7.769521	7.221376
8.730968	8.990081
8.039144	8.481419
6.530243	5.421419
11.024724	10.586572
9.287785	10.996350
9.503646	9.520185
9.690488	10.750203
8.356025	7.749449
8.241892	6.815876
7.507429	4.793815
9.814574	9.059518
8.458051	10.568030
8.699074	10.121487
9.854013	11.011788
8.250711	7.442921
9.902233	10.747174
8.144163	10.270377
7.893081	7.267962
11.035998	11.865476
7.775354	8.834132
7.377366	5.947650
9.012035	8.679280
7.892511	8.511308
7.181475	7.678729
8.190003	7.779748
7.979164	9.105970
10.692949	11.445988
9.096201	8.951442
7.807025	7.401993
8.789511	8.368820
8.684800	8.452153
10.486778	10.222733
9.405639	9.921264
8.529830	8.924565
9.858035	10.336780
7.932085	7.923985
7.639136	7.141821
11.295904	12.998186
6.671635	9.202687
9.278152	9.224105
9.603063	9.575371
8.029322	7.816800
7.839982	5.980358
8.711162	8.263815
9.301361	9.776185
8.656053	7.415528
8.281414	8.620147
7.951322	7.343294
8.728587	6.868688
10.078873	10.025725
8.407224	8.862246
10.382923	10.733196
7.635212	7.311179
9.023178	10.505981
8.531877	7.019739
